applicant_id,age,gender,state,area_type,occupation,education_level,annual_income_inr,is_student,is_farmer,land_holding_acres,has_disability,is_senior_citizen,has_aadhaar,has_income_cert,has_bank_passbook,has_edu_cert,document_readiness_score,scheme_id,scheme_name,scheme_category,max_income_limit,scheme_benefit_value_inr,eligibility_match_score,grant_probability,processing_days,disbursed_grant_inr,application_outcome,is_approved
APP-100961,16,Female,Maharashtra,Rural,Student,Undergraduate,60678,1,0,0.0,0,0,1,1,1,1,100.0,scheme-004,Kisan Credit Card Subsidy,Agriculture,500000,15000,50,0.6301,37,0,REJECTED,0
APP-100962,16,Male,Andhra Pradesh,Rural,Student,10th Pass,20000,1,0,0.0,0,0,1,1,1,1,100.0,scheme-013,Old Age Pension Scheme,Social Security,150000,24192,70,0.7806,15,18883,APPROVED,1
APP-100963,35,Female,Rajasthan,Rural,Farmer,Undergraduate,134095,0,1,3.01,0,0,1,1,1,1,100.0,scheme-001,National Merit Scholarship,Education,300000,20000,70,0.8198,10,16397,APPROVED,1
APP-100964,40,Female,Uttar Pradesh,Rural,Student,Below 10th,59248,1,0,0.0,0,0,1,0,0,0,37.5,scheme-010,Women Entrepreneurship Loan,Entrepreneurship,500000,100000,100,0.8136,15,81356,APPROVED,1
APP-100965,56,Male,Karnataka,Urban,Farmer,10th Pass,193975,0,1,0.28,0,0,1,1,1,0,87.5,scheme-013,Old Age Pension Scheme,Social Security,150000,24192,35,0.4998,32,0,REJECTED,0
APP-100966,49,Male,West Bengal,Rural,Student,Below 10th,79303,1,0,0.0,0,0,0,1,1,0,62.5,scheme-009,Rural Housing Assistance,Housing,180000,130000,100,0.7875,16,102378,APPROVED,1
APP-100967,28,Female,Bihar,Rural,Daily wage worker,10th Pass,71821,0,0,0.0,0,0,1,1,1,1,100.0,scheme-005,Ayushman Bharat Health Cover,Health,250000,500000,100,0.9679,8,483955,APPROVED,1
APP-100968,21,Male,Karnataka,Urban,Student,10th Pass,123158,1,0,0.0,1,0,1,0,1,0,62.5,scheme-005,Ayushman Bharat Health Cover,Health,250000,500000,100,0.8395,17,419738,APPROVED,1
APP-100969,54,Male,Andhra Pradesh,Rural,Student,Undergraduate,20000,1,0,0.0,0,0,1,0,1,1,75.0,scheme-003,PM Kisan Samman Nidhi,Agriculture,400000,6000,80,0.811,35,0,REJECTED,0
APP-100970,30,Female,Andhra Pradesh,Rural,Student,12th Pass,354904,1,0,0.0,0,0,0,0,1,1,50.0,scheme-008,Affordable Housing Subsidy,Housing,300000,180000,65,0.6565,45,0,REJECTED,0
APP-100971,21,Male,Maharashtra,Rural,Student,10th Pass,205687,1,0,0.0,0,0,1,1,1,1,100.0,scheme-008,Affordable Housing Subsidy,Housing,300000,180000,100,0.9251,24,166514,APPROVED,1
APP-100972,18,Male,Rajasthan,Urban,Student,12th Pass,59976,1,0,0.0,0,0,1,1,1,0,87.5,scheme-002,Post-Matric BC Scholarship,Education,200000,35000,100,0.9139,12,31986,APPROVED,1
APP-100973,52,Female,Telangana,Urban,Daily wage worker,Undergraduate,83083,0,0,0.0,0,0,1,1,1,1,100.0,scheme-010,Women Entrepreneurship Loan,Entrepreneurship,500000,100000,100,0.99,17,99000,APPROVED,1
APP-100974,44,Male,Telangana,Rural,Student,10th Pass,97137,1,0,0.0,0,0,1,1,1,1,100.0,scheme-007,Youth Internship Programme,Employment,400000,66000,70,0.8184,10,54013,APPROVED,1
APP-100975,20,Male,Maharashtra,Rural,Farmer,10th Pass,108025,0,1,3.17,0,0,1,1,1,0,87.5,scheme-002,Post-Matric BC Scholarship,Education,200000,35000,100,0.9476,22,33168,APPROVED,1
APP-100976,49,Male,Gujarat,Urban,Farmer,10th Pass,223158,0,1,0.34,0,0,1,0,1,1,75.0,scheme-021,Student Laptop & Digital Aid,Education,250000,25000,70,0.7339,11,18347,APPROVED,1
APP-100977,57,Female,Karnataka,Urban,Farmer,10th Pass,148790,0,1,2.54,0,0,1,0,1,0,62.5,scheme-013,Old Age Pension Scheme,Social Security,150000,24192,100,0.8865,21,21447,APPROVED,1
APP-100978,48,Female,Andhra Pradesh,Rural,Unemployed,10th Pass,86404,0,0,0.0,0,0,1,0,0,1,50.0,scheme-003,PM Kisan Samman Nidhi,Agriculture,400000,6000,80,0.6942,35,0,REJECTED,0
APP-100979,22,Male,Telangana,Urban,Student,10th Pass,102826,1,0,0.0,1,0,1,1,1,0,87.5,scheme-007,Youth Internship Programme,Employment,400000,66000,100,0.9844,12,64970,APPROVED,1
APP-100980,39,Female,Bihar,Urban,Farmer,Undergraduate,88818,0,1,1.37,0,0,1,1,1,1,100.0,scheme-004,Kisan Credit Card Subsidy,Agriculture,500000,15000,100,0.9798,10,14697,APPROVED,1
APP-100981,57,Female,Kerala,Rural,Daily wage worker,10th Pass,173024,0,0,0.0,0,0,1,1,1,1,100.0,scheme-008,Affordable Housing Subsidy,Housing,300000,180000,100,0.9655,12,173783,APPROVED,1
APP-100982,45,Female,Telangana,Rural,Student,Below 10th,34979,1,0,0.0,0,0,1,0,1,0,62.5,scheme-006,Skill Development Stipend,Employment,350000,18000,70,0.66,16,11879,APPROVED,1
APP-100983,35,Female,West Bengal,Rural,Student,Graduate,184388,1,0,0.0,0,0,1,1,1,1,100.0,scheme-010,Women Entrepreneurship Loan,Entrepreneurship,500000,100000,100,0.9308,9,93078,APPROVED,1
APP-100984,29,Female,Karnataka,Urban,Self-employed,12th Pass,222626,0,0,0.0,0,0,1,1,1,1,100.0,scheme-002,Post-Matric BC Scholarship,Education,200000,35000,65,0.7852,53,0,REJECTED,0
APP-100985,22,Female,Tamil Nadu,Rural,Student,12th Pass,54384,1,0,0.0,0,0,1,1,1,1,100.0,scheme-013,Old Age Pension Scheme,Social Security,150000,24192,70,0.857,5,20733,APPROVED,1
APP-100986,46,Male,Maharashtra,Urban,Student,12th Pass,176955,1,0,0.0,0,0,1,1,1,1,100.0,scheme-003,PM Kisan Samman Nidhi,Agriculture,400000,6000,80,0.9154,35,0,REJECTED,0
APP-100987,61,Female,Telangana,Urban,Farmer,Below 10th,139669,0,1,3.27,0,1,1,1,1,0,87.5,scheme-001,National Merit Scholarship,Education,300000,20000,70,0.779,15,15580,APPROVED,1
APP-100988,38,Other,Andhra Pradesh,Urban,Farmer,12th Pass,132972,0,1,2.24,0,0,1,1,1,1,100.0,scheme-006,Skill Development Stipend,Employment,350000,18000,70,0.8456,25,15221,APPROVED,1
APP-100989,34,Female,Telangana,Rural,Salaried,12th Pass,478492,0,0,0.0,0,0,1,1,1,1,100.0,scheme-003,PM Kisan Samman Nidhi,Agriculture,400000,6000,45,0.6108,35,0,REJECTED,0
APP-100990,26,Female,Maharashtra,Urban,Salaried,Undergraduate,312692,0,0,0.0,0,0,1,1,1,1,100.0,scheme-013,Old Age Pension Scheme,Social Security,150000,24192,35,0.5441,27,0,REJECTED,0
APP-100991,35,Male,Karnataka,Rural,Farmer,10th Pass,189957,0,1,1.37,0,0,1,1,1,1,100.0,scheme-002,Post-Matric BC Scholarship,Education,200000,35000,100,0.99,5,34650,APPROVED,1
APP-100992,49,Female,Telangana,Urban,Homemaker,Undergraduate,150525,0,0,0.0,0,0,1,0,1,1,75.0,scheme-002,Post-Matric BC Scholarship,Education,200000,35000,70,0.6816,12,23858,APPROVED,1
APP-100993,37,Female,Uttar Pradesh,Urban,Farmer,Undergraduate,225482,0,1,0.11,1,0,1,1,1,1,100.0,scheme-021,Student Laptop & Digital Aid,Education,250000,25000,70,0.8253,11,20633,APPROVED,1
APP-100994,30,Male,Karnataka,Urban,Student,Undergraduate,20000,1,0,0.0,0,0,1,0,1,1,75.0,scheme-007,Youth Internship Programme,Employment,400000,66000,70,0.7432,13,49050,APPROVED,1
APP-100995,37,Male,West Bengal,Rural,Farmer,Below 10th,102274,0,1,1.42,0,0,1,1,1,0,87.5,scheme-021,Student Laptop & Digital Aid,Education,250000,25000,70,0.7876,11,19689,APPROVED,1
APP-100996,59,Female,Telangana,Rural,Retired,Undergraduate,395825,0,0,0.0,0,0,1,1,1,1,100.0,scheme-013,Old Age Pension Scheme,Social Security,150000,24192,65,0.7637,41,0,REJECTED,0
APP-100997,32,Female,Madhya Pradesh,Urban,Unemployed,Below 10th,102101,0,0,0.0,0,0,1,1,1,0,87.5,scheme-007,Youth Internship Programme,Employment,400000,66000,70,0.7212,8,47601,APPROVED,1
APP-100998,16,Male,Andhra Pradesh,Rural,Student,Undergraduate,58752,1,0,0.0,0,0,1,1,1,0,87.5,scheme-010,Women Entrepreneurship Loan,Entrepreneurship,500000,100000,55,0.6283,9,62831,APPROVED,1
APP-100999,25,Male,Uttar Pradesh,Urban,Daily wage worker,10th Pass,171072,0,0,0.0,0,0,1,0,1,1,75.0,scheme-021,Student Laptop & Digital Aid,Education,250000,25000,100,0.9886,32,24715,APPROVED,1
APP-101000,19,Male,Karnataka,Urban,Student,Below 10th,166175,1,0,0.0,0,0,1,1,0,0,62.5,scheme-001,National Merit Scholarship,Education,300000,20000,100,0.8652,12,17304,APPROVED,1
APP-101001,32,Female,Gujarat,Rural,Student,12th Pass,44876,1,0,0.0,0,0,1,1,1,1,100.0,scheme-008,Affordable Housing Subsidy,Housing,300000,180000,100,0.9455,5,170192,APPROVED,1
APP-101002,44,Male,Telangana,Urban,Student,10th Pass,76437,1,0,0.0,0,0,1,1,1,1,100.0,scheme-013,Old Age Pension Scheme,Social Security,150000,24192,70,0.7975,12,19293,APPROVED,1
APP-101003,31,Male,Andhra Pradesh,Rural,Farmer,12th Pass,200257,0,1,1.62,0,0,1,1,1,1,100.0,scheme-001,National Merit Scholarship,Education,300000,20000,70,0.8552,16,17104,APPROVED,1
APP-101004,41,Female,West Bengal,Rural,Student,Below 10th,20000,1,0,0.0,0,0,1,1,1,0,87.5,scheme-010,Women Entrepreneurship Loan,Entrepreneurship,500000,100000,100,0.9682,11,96824,APPROVED,1
APP-101005,30,Male,Telangana,Rural,Homemaker,Below 10th,137306,0,0,0.0,0,0,1,1,1,0,87.5,scheme-003,PM Kisan Samman Nidhi,Agriculture,400000,6000,80,0.845,58,0,REJECTED,0
APP-101006,52,Male,Kerala,Urban,Homemaker,Undergraduate,311212,0,0,0.0,0,0,1,1,0,1,75.0,scheme-006,Skill Development Stipend,Employment,350000,18000,70,0.7055,18,12699,APPROVED,1
APP-101007,16,Male,West Bengal,Rural,Farmer,12th Pass,202578,0,1,0.66,0,0,1,1,1,1,100.0,scheme-003,PM Kisan Samman Nidhi,Agriculture,400000,6000,70,0.8588,17,5153,APPROVED,1
APP-101008,32,Male,Maharashtra,Rural,Student,Undergraduate,89780,1,0,0.0,0,0,1,1,0,1,75.0,scheme-004,Kisan Credit Card Subsidy,Agriculture,500000,15000,80,0.7374,36,0,REJECTED,0
APP-101009,35,Male,Telangana,Urban,Daily wage worker,Undergraduate,90307,0,0,0.0,0,0,1,1,1,1,100.0,scheme-009,Rural Housing Assistance,Housing,180000,130000,100,0.99,12,128700,APPROVED,1
APP-101010,16,Female,Andhra Pradesh,Rural,Student,12th Pass,20000,1,0,0.0,0,0,1,1,1,1,100.0,scheme-006,Skill Development Stipend,Employment,350000,18000,70,0.8441,12,15194,APPROVED,1
APP-101011,39,Female,Tamil Nadu,Rural,Farmer,12th Pass,115867,0,1,3.54,0,0,1,0,1,0,62.5,scheme-009,Rural Housing Assistance,Housing,180000,130000,100,0.9342,12,121450,APPROVED,1
APP-101012,22,Male,Andhra Pradesh,Urban,Student,Undergraduate,57912,1,0,0.0,0,0,1,0,0,1,50.0,scheme-002,Post-Matric BC Scholarship,Education,200000,35000,100,0.8889,21,31111,APPROVED,1
APP-101013,23,Female,Karnataka,Urban,Student,Undergraduate,30216,1,0,0.0,0,0,1,1,1,1,100.0,scheme-002,Post-Matric BC Scholarship,Education,200000,35000,100,0.9796,12,34285,APPROVED,1
APP-101014,16,Male,Telangana,Rural,Farmer,Undergraduate,96060,0,1,0.47,0,0,1,1,1,1,100.0,scheme-002,Post-Matric BC Scholarship,Education,200000,35000,100,0.99,13,34650,APPROVED,1
APP-101015,20,Male,Uttar Pradesh,Rural,Student,10th Pass,265602,1,0,0.0,0,0,1,1,0,1,75.0,scheme-001,National Merit Scholarship,Education,300000,20000,100,0.898,16,17960,APPROVED,1
APP-101016,33,Female,Karnataka,Urban,Retired,10th Pass,379619,0,0,0.0,0,0,1,1,1,1,100.0,scheme-007,Youth Internship Programme,Employment,400000,66000,70,0.7767,25,51262,APPROVED,1
APP-101017,39,Female,Karnataka,Rural,Student,Graduate,60818,1,0,0.0,0,0,1,1,1,1,100.0,scheme-007,Youth Internship Programme,Employment,400000,66000,70,0.7716,19,50925,APPROVED,1
APP-101018,43,Female,Maharashtra,Urban,Student,Graduate,32968,1,0,0.0,0,0,1,1,1,1,100.0,scheme-001,National Merit Scholarship,Education,300000,20000,70,0.8005,11,16009,APPROVED,1
APP-101019,27,Male,Telangana,Urban,Salaried,12th Pass,786213,0,0,0.0,0,0,1,1,1,1,100.0,scheme-007,Youth Internship Programme,Employment,400000,66000,65,0.7518,68,0,REJECTED,0
APP-101020,46,Male,Andhra Pradesh,Rural,Student,12th Pass,87799,1,0,0.0,0,0,1,1,1,1,100.0,scheme-010,Women Entrepreneurship Loan,Entrepreneurship,500000,100000,85,0.8946,12,89462,APPROVED,1
APP-101021,16,Male,Telangana,Rural,Student,Undergraduate,66916,1,0,0.0,0,0,1,1,1,1,100.0,scheme-013,Old Age Pension Scheme,Social Security,150000,24192,70,0.8615,16,20840,APPROVED,1
APP-101022,28,Male,Andhra Pradesh,Rural,Student,Undergraduate,249247,1,0,0.0,0,0,1,1,1,1,100.0,scheme-009,Rural Housing Assistance,Housing,180000,130000,65,0.8519,42,0,REJECTED,0
APP-101023,31,Female,Andhra Pradesh,Rural,Homemaker,10th Pass,241226,0,0,0.0,0,0,1,1,1,1,100.0,scheme-010,Women Entrepreneurship Loan,Entrepreneurship,500000,100000,100,0.99,7,99000,APPROVED,1
APP-101024,44,Male,Maharashtra,Rural,Student,10th Pass,20869,1,0,0.0,0,0,1,0,1,1,75.0,scheme-005,Ayushman Bharat Health Cover,Health,250000,500000,100,0.937,11,468519,APPROVED,1
APP-101025,37,Male,Telangana,Rural,Homemaker,Undergraduate,227339,0,0,0.0,0,0,1,1,1,1,100.0,scheme-009,Rural Housing Assistance,Housing,180000,130000,65,0.7124,54,0,REJECTED,0
APP-101026,19,Female,Uttar Pradesh,Urban,Student,10th Pass,20000,1,0,0.0,0,0,1,1,1,1,100.0,scheme-009,Rural Housing Assistance,Housing,180000,130000,70,0.8086,22,105120,APPROVED,1
APP-101027,40,Female,Telangana,Rural,Student,10th Pass,236372,1,0,0.0,0,0,1,0,0,1,50.0,scheme-001,National Merit Scholarship,Education,300000,20000,70,0.6868,17,13736,APPROVED,1
APP-101028,57,Male,Rajasthan,Rural,Daily wage worker,10th Pass,126995,0,0,0.0,0,0,1,1,1,0,87.5,scheme-008,Affordable Housing Subsidy,Housing,300000,180000,100,0.8769,11,157835,APPROVED,1
APP-101029,41,Female,Telangana,Urban,Farmer,Below 10th,123532,0,1,1.29,0,0,1,1,1,0,87.5,scheme-010,Women Entrepreneurship Loan,Entrepreneurship,500000,100000,100,0.9579,29,95793,APPROVED,1
APP-101030,52,Female,Gujarat,Urban,Farmer,12th Pass,241380,0,1,1.27,0,0,1,1,1,1,100.0,scheme-005,Ayushman Bharat Health Cover,Health,250000,500000,100,0.9808,5,490389,APPROVED,1
APP-101031,16,Female,Telangana,Urban,Student,12th Pass,117297,1,0,0.0,0,0,1,1,1,1,100.0,scheme-009,Rural Housing Assistance,Housing,180000,130000,70,0.7258,9,94350,APPROVED,1
APP-101032,51,Male,Andhra Pradesh,Rural,Homemaker,Undergraduate,113336,0,0,0.0,0,0,1,1,1,1,100.0,scheme-002,Post-Matric BC Scholarship,Education,200000,35000,70,0.7986,5,27951,APPROVED,1
APP-101033,39,Female,Telangana,Rural,Daily wage worker,12th Pass,93002,0,0,0.0,0,0,1,1,1,1,100.0,scheme-007,Youth Internship Programme,Employment,400000,66000,70,0.7997,10,52782,APPROVED,1
APP-101034,36,Other,Andhra Pradesh,Urban,Homemaker,10th Pass,187239,0,0,0.0,0,0,1,1,1,1,100.0,scheme-008,Affordable Housing Subsidy,Housing,300000,180000,100,0.99,13,178200,APPROVED,1
APP-101035,63,Male,Telangana,Urban,Farmer,12th Pass,125405,0,1,0.66,0,1,1,1,1,1,100.0,scheme-008,Affordable Housing Subsidy,Housing,300000,180000,100,0.9407,18,169330,APPROVED,1
APP-101036,33,Female,Karnataka,Rural,Daily wage worker,10th Pass,82455,0,0,0.0,0,0,1,0,1,1,75.0,scheme-021,Student Laptop & Digital Aid,Education,250000,25000,70,0.7491,5,18726,APPROVED,1
APP-101037,17,Female,Telangana,Rural,Student,Below 10th,146410,1,0,0.0,0,0,1,1,1,0,87.5,scheme-006,Skill Development Stipend,Employment,350000,18000,70,0.7556,18,13600,APPROVED,1
APP-101038,46,Female,Maharashtra,Rural,Daily wage worker,Below 10th,109118,0,0,0.0,0,0,1,1,0,0,62.5,scheme-005,Ayushman Bharat Health Cover,Health,250000,500000,100,0.8585,24,429252,APPROVED,1
APP-101039,21,Female,Madhya Pradesh,Urban,Student,Postgraduate,242726,1,0,0.0,1,0,1,0,0,1,50.0,scheme-005,Ayushman Bharat Health Cover,Health,250000,500000,100,0.815,15,407523,APPROVED,1
APP-101040,51,Female,Karnataka,Rural,Homemaker,12th Pass,231936,0,0,0.0,0,0,1,1,1,0,87.5,scheme-007,Youth Internship Programme,Employment,400000,66000,70,0.761,5,50224,APPROVED,1
APP-101041,33,Male,Rajasthan,Urban,Self-employed,Undergraduate,292486,0,0,0.0,0,0,1,1,1,1,100.0,scheme-010,Women Entrepreneurship Loan,Entrepreneurship,500000,100000,85,0.8861,11,88610,APPROVED,1
APP-101042,35,Male,Kerala,Urban,Homemaker,Graduate,471723,0,0,0.0,0,0,1,1,1,1,100.0,scheme-021,Student Laptop & Digital Aid,Education,250000,25000,35,0.6014,38,0,REJECTED,0
APP-101043,35,Female,Maharashtra,Rural,Student,12th Pass,22618,1,0,0.0,0,0,1,1,1,1,100.0,scheme-009,Rural Housing Assistance,Housing,180000,130000,100,0.9695,9,126033,APPROVED,1
APP-101044,26,Female,Karnataka,Rural,Self-employed,Undergraduate,134643,0,0,0.0,1,0,1,1,1,1,100.0,scheme-001,National Merit Scholarship,Education,300000,20000,100,0.9685,6,19370,APPROVED,1
APP-101045,25,Male,Karnataka,Rural,Student,12th Pass,47588,1,0,0.0,0,0,1,1,1,1,100.0,scheme-004,Kisan Credit Card Subsidy,Agriculture,500000,15000,80,0.8796,50,0,REJECTED,0
APP-101046,41,Male,Rajasthan,Rural,Salaried,10th Pass,507273,0,0,0.0,0,0,1,0,1,1,75.0,scheme-009,Rural Housing Assistance,Housing,180000,130000,65,0.658,53,0,REJECTED,0
APP-101047,33,Male,Andhra Pradesh,Rural,Student,10th Pass,141999,1,0,0.0,0,0,1,0,1,1,75.0,scheme-004,Kisan Credit Card Subsidy,Agriculture,500000,15000,80,0.8059,49,0,REJECTED,0
APP-101048,21,Female,Maharashtra,Urban,Self-employed,Postgraduate,404384,0,0,0.0,0,0,1,1,1,1,100.0,scheme-008,Affordable Housing Subsidy,Housing,300000,180000,65,0.7655,58,0,REJECTED,0
APP-101049,22,Male,Maharashtra,Rural,Daily wage worker,Postgraduate,56015,0,0,0.0,1,0,1,1,1,1,100.0,scheme-002,Post-Matric BC Scholarship,Education,200000,35000,100,0.9562,5,33465,APPROVED,1
APP-101050,52,Female,Karnataka,Urban,Salaried,Below 10th,313303,0,0,0.0,0,0,1,1,1,0,87.5,scheme-003,PM Kisan Samman Nidhi,Agriculture,400000,6000,80,0.8055,62,0,REJECTED,0
APP-101051,30,Male,Andhra Pradesh,Rural,Daily wage worker,Undergraduate,106546,0,0,0.0,0,0,1,1,1,1,100.0,scheme-001,National Merit Scholarship,Education,300000,20000,100,0.99,15,19800,APPROVED,1
APP-101052,16,Male,Telangana,Rural,Student,12th Pass,21861,1,0,0.0,0,0,1,0,0,0,37.5,scheme-001,National Merit Scholarship,Education,300000,20000,70,0.5544,34,11089,APPROVED,1
APP-101053,46,Male,Telangana,Rural,Farmer,Undergraduate,231893,0,1,1.41,0,0,1,1,1,1,100.0,scheme-002,Post-Matric BC Scholarship,Education,200000,35000,35,0.5523,53,0,REJECTED,0
APP-101054,16,Female,Andhra Pradesh,Rural,Student,12th Pass,47517,1,0,0.0,0,0,1,1,1,0,87.5,scheme-001,National Merit Scholarship,Education,300000,20000,70,0.8413,8,16825,APPROVED,1
APP-101055,72,Female,Uttar Pradesh,Urban,Retired,12th Pass,206031,0,0,0.0,0,1,1,1,1,1,100.0,scheme-007,Youth Internship Programme,Employment,400000,66000,70,0.8363,14,55196,APPROVED,1
APP-101056,16,Female,Karnataka,Rural,Student,Graduate,20000,1,0,0.0,0,0,1,0,1,1,75.0,scheme-004,Kisan Credit Card Subsidy,Agriculture,500000,15000,50,0.5272,53,0,REJECTED,0
APP-101057,46,Female,Telangana,Rural,Student,10th Pass,20000,1,0,0.0,0,0,1,0,1,1,75.0,scheme-010,Women Entrepreneurship Loan,Entrepreneurship,500000,100000,100,0.8764,31,87639,APPROVED,1
APP-101058,37,Female,Bihar,Urban,Student,Postgraduate,240679,1,0,0.0,0,0,0,1,1,1,75.0,scheme-013,Old Age Pension Scheme,Social Security,150000,24192,35,0.456,36,0,REJECTED,0
APP-101059,26,Male,Andhra Pradesh,Rural,Daily wage worker,Undergraduate,71233,0,0,0.0,0,0,1,1,1,1,100.0,scheme-021,Student Laptop & Digital Aid,Education,250000,25000,70,0.806,9,20149,APPROVED,1
APP-101060,46,Female,Telangana,Urban,Farmer,10th Pass,163955,0,1,4.75,0,0,1,1,1,1,100.0,scheme-005,Ayushman Bharat Health Cover,Health,250000,500000,100,0.99,16,495000,APPROVED,1
APP-101061,32,Female,Tamil Nadu,Urban,Farmer,10th Pass,170414,0,1,1.32,0,0,1,1,1,0,87.5,scheme-013,Old Age Pension Scheme,Social Security,150000,24192,35,0.5269,44,0,REJECTED,0
APP-101062,38,Female,Maharashtra,Rural,Farmer,Graduate,133650,0,1,3.75,0,0,1,1,0,1,75.0,scheme-008,Affordable Housing Subsidy,Housing,300000,180000,100,0.9251,7,166526,APPROVED,1
APP-101063,62,Male,Rajasthan,Urban,Daily wage worker,12th Pass,107728,0,0,0.0,0,1,1,1,1,1,100.0,scheme-001,National Merit Scholarship,Education,300000,20000,70,0.7694,8,15388,APPROVED,1
APP-101064,24,Female,West Bengal,Rural,Farmer,12th Pass,186164,0,1,5.08,0,0,1,0,1,1,75.0,scheme-013,Old Age Pension Scheme,Social Security,150000,24192,35,0.5123,61,0,REJECTED,0
APP-101065,37,Male,Andhra Pradesh,Rural,Student,Graduate,248859,1,0,0.0,0,0,1,0,1,1,75.0,scheme-007,Youth Internship Programme,Employment,400000,66000,70,0.7101,13,46868,APPROVED,1
APP-101066,16,Female,West Bengal,Urban,Daily wage worker,Undergraduate,72869,0,0,0.0,0,0,1,0,1,1,75.0,scheme-004,Kisan Credit Card Subsidy,Agriculture,500000,15000,50,0.5292,46,0,REJECTED,0
APP-101067,76,Female,Telangana,Rural,Retired,10th Pass,362730,0,0,0.0,0,1,1,1,1,1,100.0,scheme-010,Women Entrepreneurship Loan,Entrepreneurship,500000,100000,70,0.8023,15,80231,APPROVED,1
APP-101068,46,Male,Karnataka,Urban,Student,Graduate,28965,1,0,0.0,0,0,1,1,0,1,75.0,scheme-008,Affordable Housing Subsidy,Housing,300000,180000,100,0.9455,17,170191,APPROVED,1
APP-101069,36,Female,Rajasthan,Rural,Student,Graduate,67900,1,0,0.0,0,0,1,1,1,1,100.0,scheme-005,Ayushman Bharat Health Cover,Health,250000,500000,100,0.9078,21,453887,APPROVED,1
APP-101070,16,Male,Madhya Pradesh,Rural,Student,12th Pass,20000,1,0,0.0,0,0,1,1,1,1,100.0,scheme-002,Post-Matric BC Scholarship,Education,200000,35000,100,0.99,8,34650,APPROVED,1
APP-101071,38,Female,Telangana,Rural,Farmer,Below 10th,191355,0,1,2.38,0,0,1,1,1,0,87.5,scheme-009,Rural Housing Assistance,Housing,180000,130000,65,0.7417,39,0,REJECTED,0
APP-101072,20,Male,Gujarat,Rural,Self-employed,12th Pass,171966,0,0,0.0,0,0,1,1,1,1,100.0,scheme-013,Old Age Pension Scheme,Social Security,150000,24192,35,0.5041,53,0,REJECTED,0
APP-101073,19,Male,Gujarat,Rural,Student,Graduate,198955,1,0,0.0,0,0,1,1,1,0,87.5,scheme-007,Youth Internship Programme,Employment,400000,66000,70,0.7603,16,50179,APPROVED,1
APP-101074,21,Male,Andhra Pradesh,Rural,Retired,Below 10th,387930,0,0,0.0,0,0,1,1,1,0,87.5,scheme-001,National Merit Scholarship,Education,300000,20000,65,0.7995,57,0,REJECTED,0
APP-101075,66,Male,Karnataka,Rural,Unemployed,Undergraduate,277510,0,0,0.0,0,1,1,1,1,1,100.0,scheme-002,Post-Matric BC Scholarship,Education,200000,35000,35,0.5421,38,0,REJECTED,0
APP-101076,16,Male,Madhya Pradesh,Urban,Student,10th Pass,72998,1,0,0.0,0,0,0,1,0,0,37.5,scheme-004,Kisan Credit Card Subsidy,Agriculture,500000,15000,50,0.4855,49,0,REJECTED,0
APP-101077,16,Male,Rajasthan,Urban,Student,12th Pass,54344,1,0,0.0,0,0,1,1,1,1,100.0,scheme-013,Old Age Pension Scheme,Social Security,150000,24192,70,0.831,7,20103,APPROVED,1
APP-101078,16,Male,Telangana,Urban,Farmer,12th Pass,154671,0,1,1.5,0,0,1,1,1,1,100.0,scheme-009,Rural Housing Assistance,Housing,180000,130000,70,0.8449,13,109840,APPROVED,1
APP-101079,31,Male,Andhra Pradesh,Rural,Daily wage worker,Undergraduate,153322,0,0,0.0,0,0,1,0,1,1,75.0,scheme-010,Women Entrepreneurship Loan,Entrepreneurship,500000,100000,85,0.8317,9,83168,APPROVED,1
APP-101080,43,Male,Uttar Pradesh,Rural,Student,Undergraduate,30877,1,0,0.0,0,0,0,0,1,1,50.0,scheme-003,PM Kisan Samman Nidhi,Agriculture,400000,6000,80,0.6661,50,0,REJECTED,0
APP-101081,53,Female,Andhra Pradesh,Rural,Daily wage worker,12th Pass,86315,0,0,0.0,0,0,1,1,1,1,100.0,scheme-001,National Merit Scholarship,Education,300000,20000,70,0.8758,8,17517,APPROVED,1
APP-101082,23,Male,Andhra Pradesh,Urban,Student,Undergraduate,27147,1,0,0.0,0,0,1,1,1,1,100.0,scheme-013,Old Age Pension Scheme,Social Security,150000,24192,70,0.8051,15,19478,APPROVED,1
APP-101083,37,Female,Telangana,Rural,Farmer,Undergraduate,193573,0,1,1.06,0,0,1,1,1,1,100.0,scheme-013,Old Age Pension Scheme,Social Security,150000,24192,35,0.5521,56,0,REJECTED,0
APP-101084,30,Male,Andhra Pradesh,Rural,Student,Undergraduate,20000,1,0,0.0,0,0,1,1,1,1,100.0,scheme-010,Women Entrepreneurship Loan,Entrepreneurship,500000,100000,85,0.9106,18,91058,APPROVED,1
APP-101085,26,Male,Gujarat,Urban,Farmer,10th Pass,249535,0,1,2.27,0,0,1,0,1,1,75.0,scheme-006,Skill Development Stipend,Employment,350000,18000,100,0.8889,22,16000,APPROVED,1
APP-101086,45,Male,Rajasthan,Urban,Daily wage worker,Graduate,71823,0,0,0.0,0,0,1,1,1,1,100.0,scheme-005,Ayushman Bharat Health Cover,Health,250000,500000,100,0.99,10,495000,APPROVED,1
APP-101087,16,Male,Gujarat,Rural,Student,Undergraduate,84682,1,0,0.0,0,0,1,1,1,1,100.0,scheme-008,Affordable Housing Subsidy,Housing,300000,180000,70,0.8083,19,145485,APPROVED,1
